confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.95,NON SLUDGE,false,N/A,,,"A man in a retro game store searches for and finds various South Park games for the Nintendo 64, explaining why one is in the ""cosmetically flawed"" section due to a Blockbuster sticker.",2,0,The speaker asks about South Park games for the N64 and begins searching.,5,2,"He comments on the age of the South Park games, noting they go back to the Nintendo 64.",game search,retro gaming,7cu01ZQuxns,1,0,A man speaks directly to the camera in a store setting.,5,1,Shelves filled with numerous Nintendo 64 game cartridges are shown.,14,5,"Close-ups of ""South Park"" and ""South Park Chef's Luv Shack"" N64 cartridges are displayed.",19,15,"The camera pans across shelves of N64 games, including a section for cosmetically flawed items.",retro games,game store,N64 cartridges,11,6,"He identifies ""South Park"" and ""South Park Chef's Luv Shack"" cartridges.",game description,27,19,"A close-up of the ""South Park Rally"" N64 cartridge, featuring a ""Property of Blockbuster"" sticker, is shown.",,,15,11,He mentions looking for a third game in the cosmetically flawed section.,27,19,"He finds ""South Park Rally"" and explains it's in the flawed section because of a Blockbuster sticker covering the label.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,vertical,,,"Two individuals are shown side-by-side, performing a synchronized hair treatment demonstration on separate hair extensions. They apply product, comb, and rinse the hair, indicating a comparative or parallel demonstration. The background audio is a pop song unrelated to the visual content.",28.9,0,The audio features a pop song with a strong beat and repetitive vocal lines.,28.9,4,The lyrics include phrases like 'Don't you want me like I want you baby' and 'Just meet me after'.,pop music,unrelated audio,7gTjG-YpXxE,28.9,0,"Two people are shown side-by-side, each holding a hair extension.",11,0,"They apply a white hair product to the extensions, forming letters on the hair.",5,0,They use red combs to detangle and distribute the product through the hair.,28.9,12,Both individuals rinse the hair extensions in clear bowls of water.,hair treatment,synchronized demo,product comparison,,,,,28.9,0,"The actions are synchronized, demonstrating a parallel hair treatment process.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,grid,None - content is thematically coherent.,,"The video displays a 2x2 grid of four different individuals or pairs, each flexing their muscles, often with digitally enhanced arms, set to a repetitive 'big' sound effect. The clips are thematically related, showcasing a common trend or concept rather than unrelated content.",9,0,A repetitive 'big' sound effect plays throughout the video.,,,,repetitive sound,sound effect,7pyi6qWhWi0,9,0,Four separate video clips are displayed simultaneously in a grid layout.,9,0,Individuals in each clip are shown flexing their arm muscles.,9,0,Some clips feature digitally enhanced or exaggerated arm muscles.,,,,muscle flexing,grid layout,fitness humor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"The video features different South Park characters appearing sequentially, answering questions about racism in a continuous dialogue.",4,0,Characters discuss how racist they are on a scale.,11,7,One character explains that Black people cannot be racist due to lack of structural power.,dialogue,racism discussion,80HymkO0_8k,14,0,"South Park characters (Stan, Token, Cartman) appear sequentially.",14,0,"Characters are shown from the chest up, behind a wooden table.",14,0,The background is solid white.,,,,South Park characters,single frame,,14,13,Another character states they are '10' on the racism scale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,None - content is clear and focused.,,"A group performs a dance routine inspired by the 'Red Light, Green Light' game from Squid Game, featuring characters in red guard and green player costumes.",5,0,"A Korean phrase 'Mugunghwa kkochi pieosseumnida' is spoken, characteristic of the Squid Game.",9,5,Rhythmic music and vocalizations accompany the visual performance.,Korean phrase,game audio,8YZtt4YT3Ck,9,0,Four individuals are dressed in costumes from the Squid Game series.,9,0,Two individuals wear red guard costumes with black masks.,9,0,Two individuals wear green player tracksuits with numbers 56 and 456.,9,0,"The group performs synchronized movements mimicking the 'Red Light, Green Light' game.",Squid Game costumes,dance,group performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Ensure the audio is licensed or original content.,The video displays two unrelated visual streams in a vertical split-screen layout: an animated South Park clip in the top pane and an endless runner mobile game in the bottom pane. The audio features dialogue from the South Park characters.,17,0,"South Park characters discuss which Cartman is 'good' and which is 'evil', deciding to send one back to the 'evil universe'.",22,19,Cartman exclaims 'NOOOOO!!! SCREW YOU GUYS!' after being sent away.,cartoon dialogue,insults,8_MJTtla3_U,41,0,"The top pane shows animated characters from South Park, including Stan, Kyle, and Cartman, in various scenes.",41,0,The bottom pane displays an endless runner mobile game where a green bar collects money and passes through gates with numerical values.,41,0,The mobile game features dynamic numbers indicating money collected and multipliers.,,,,vertical split,South Park,mobile game,39,26,"Cartman boasts about tricking the others, calling them 'HELLA stupid', 'HELLA lame', and 'HELLA dumb'.",,,,,,,31,29,Stan and Kyle react with surprise and frustration to Cartman's trickery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NON SLUDGE,false,N/A,"None - the video is a single, coherent stream.",,The video features a single person walking through an indoor space while speaking about their appearance. There are no multiple unrelated video streams or engagement-bait elements.,3.5,0.5,A person speaks about looking sharp and loving their low taper fade.,,,,spoken words,personal statement,8h1fUnlyJao,4,0,A person with curly hair walks through an indoor space.,4,0,The camera shows different angles of the person walking.,,,,,,,person walking,indoor setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,,,"The video features a boy receiving a haircut, with audio commentary discussing his friend-zoned status and the haircut's role in improving his 'rizz' and social standing. The visual and audio elements are semantically related, focusing on a personal transformation.",9,0,The audio introduces a narrative about a boy being friend-zoned and needing to improve his 'rizz'.,13,9,"Commentary shifts to describing his 'unique' hairline, comparing it to 'Minecraft Steve'.",friend-zoned,rizz,8k_qVDimB0U,17,1,A barber uses a razor to create a sharp hairline on the boy's forehead.,42,31,"The barber trims the boy's hair with scissors, focusing on the top section.",47,43,A close-up shows the barber using clippers to create a fade on the side of the boy's head.,54,48,The barber shaves a design into the back of the boy's neck.,haircut,barber,transformation,27,23,The speaker questions if the boy is 'cooked at school' and hopes for a 'new roster' after the cut.,commentary,57,55,The barber sprays the boy's hair with a liquid after the haircut is complete.,,,33,28,"The commentary suggests the boy is 'misjudged' and has 'potential', despite only asking for 'a little off the top'.",60,58,The video concludes with remarks about the boy being 'cooked' and wishing him 'good luck in high school'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - the video is not sludge.,,"The video displays a single animated image of two characters, likely fan art from South Park, accompanied by a repetitive electronic music track. It does not feature multiple unrelated video streams or engagement-bait content.",6.9,0,Repetitive electronic music plays throughout the video.,,,,electronic music,,8pPQHPXhzKs,6.9,0,The video shows an animated fan art image of two characters resembling Kyle and Cartman from South Park.,6.9,0,The characters' facial expressions and hand gestures change subtly.,,,,,,,South Park fan art,animated image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and not sludge-like. It features a single visual stream and a single audio track that are thematically related and presented cohesively with a clear purpose (a music video).,,"An animated character with exaggerated features sings a repetitive song about 'taco flavored kisses' against a constantly changing, colorful background.",14,0,"The song features repetitive phrases like 'taco, taco' and 'burrito, burrito'.",12,5,The lyrics mention 'taco flavored kisses' and fulfilling wishes.,song,repetitive-lyrics,8qacysIAFrU,14,0,A single animated character with large lips and a fur coat is centered on screen.,14,0,"The background continuously changes colors and patterns, including gradients, stars, confetti, and flowers.",,,,,,,animation,changing-background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"A person plays different popular songs on the piano, with on-screen text indicating the song and country. The visual and audio content are coherent and related.",25,7,"Vocal snippets of popular songs from different countries are heard, including 'Super Idol', 'Helicopter', 'Kawaikute', and 'Moscow'.",,,,piano music,song snippets,8rFDwMVyLkY,26,0,"A person plays the piano, demonstrating different songs.",26,0,On-screen text and flags indicate the song title and country of origin for each piece.,,,,,,,piano performance,music,overlaid text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,,,"The video shows a man saving a baby stroller from being hit by a reversing car, followed by a reaction shot of a man from a different clip. The clips are presented sequentially, not concurrently.",7,0,Indistinct vocal samples are heard as part of the background music.,6,5,A distinct 'HEY!' sound is heard amidst the music.,background-music,vocal-samples,99xBgpRCHoA,3,0,A woman is seen looking at her phone while a man pushes a baby stroller in a parking lot.,7,3,The man quickly pulls the stroller back to avoid a reversing car.,8,7,The video cuts to a man in glasses reacting with a surprised expression.,,,,parking-lot,stroller,reaction-shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"A child attempts to trick her father by replacing Sprite with water in bottles, but the plan backfires when she drinks the water and reacts negatively, leading to her father discovering the deception.",4,0,The child states her father told her not to drink Sprite and she has a plan.,9,8,The child expresses concern about almost getting caught by her father.,child's voice,deception,9D5BJeDaa3U,6,0,A child is shown in a kitchen pouring liquid from one bottle to another.,9,6,"A man is seen sitting on a couch, appearing to be watching TV.",18,9,The child hides the bottles and then continues pouring liquid in the kitchen.,21,18,"The man is again shown on the couch, with a dog beside him.",child,kitchen,living room,16,14,The child states she needs to be careful while executing her plan.,reaction,36,21,"The child drinks from a bottle, makes a disgusted face, and then shows the bottle to her father.",prank,,29,27,The child anticipates her father being proud when she drinks her 'water'.,36,35,The child realizes she is in trouble after drinking the water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,true,horizontal,Use a single coherent video track or relate clips thematically.,Ensure the audio is licensed or original content.,The video shows gameplay from South Park Phone Destroyer with audio from a song playing over the gameplay.,10,0,Song with male vocals plays over the gameplay.,,,,song,male vocals,9Lru5-aIkuA,10,0,South Park Phone Destroyer gameplay is shown.,,,,,,,,,,gameplay,South Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is a single, coherent stream.",,"A single-stream video showcasing the unboxing of South Park micro-figures, accompanied by ASMR-like sounds from the packaging and figures.",6,0,Crinkling sounds are heard as the packaging is handled.,20,18,Tapping sounds are present as the checklist is touched.,crinkling,tapping,9U46wl7LKpM,6,0,Hands are shown opening a South Park micro-figures blind bag.,10,6,A golden South Park figure is revealed and displayed.,14,10,A Chef figure is unboxed and shown to the camera.,20,14,A South Park checklist with various figures is presented.,unboxing,South Park,ASMR,,,,ASMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the video is a single, coherent clip.",,"The video features a single scene from the animated show South Park, with characters singing and talking.",0.07,0,Characters sing a song about working and freedom.,0.08,0.07,One character tells another to shut up.,dialogue,singing,9Wb8DbbdNlU,0.08,0,Animated characters from South Park are shown.,0.08,0,"Characters are holding pickaxes, suggesting mining.",,,,,,,South Park,animation,characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,picture-in-picture,"None - content is coherent and related between the two visual streams and audio track, making it a standard reaction video format, not sludge content. No engagement-bait signals are present beyond the reaction format itself, which is not considered sludge in this context as the content is directly related and not designed to be distracting or overwhelming with unrelated stimuli. The video does not feature multiple unrelated streams to maximize stimulation, but rather a single primary stream (the man) reacting to a secondary, embedded stream (the South Park clip).",,A man reacts to an embedded South Park clip featuring a Wheel of Fortune parody with a controversial puzzle answer.,5,1,South Park characters speak about the puzzle category 'People who annoy you'.,14,10,"A character attempts to solve the puzzle, saying 'N*****s'.",South Park dialogue,man laughing,9YKHfCTa880,29,0,"A man is shown in the main frame, reacting to an embedded video.",23,0,An embedded South Park clip shows a Wheel of Fortune parody game.,23,0,The South Park clip displays a puzzle with the word 'NAGGERS' or 'N*****S' being revealed.,7,6,The South Park audience reacts with shock and surprise.,reaction video,South Park clip,,29,24,The man in the main frame laughs in reaction to the puzzle reveal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is a single, coherent video.",,"The video features a single, edited clip from a Spider-Man video game with overlaid text that changes to convey a meme-like message. It does not contain multiple concurrent video streams, thus it is not considered sludge.",6,0,Melancholic background music plays throughout the video.,,,,melancholic music,,9smUBv-K988,6,0,Spider-Man character is shown in various action poses.,6,0,A truck and another character in a mask are briefly shown.,6,0,"Overlaid text changes to convey a meme, including phrases like 'ALL PROBLEMS', 'BOYS', 'SADNESS LONELINESS DEPRESSION STRESS', and 'VIDEO GAMES'.",,,,Spider-Man game,meme text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,true,grid,Avoid displaying multiple unrelated video streams simultaneously in a grid format.,"Focus on a single narrative or ensure that concurrently displayed clips have a strong, coherent relationship beyond a shared trend.","The video displays four distinct short clips in a 2x2 grid. Each clip shows a person or people participating in an internet trend, using household objects to mimic body parts, followed by an AI-generated anime-style transformation. A Japanese pop song plays throughout. This is considered sludge due to the concurrent presentation of multiple unrelated video streams designed to maximize stimulation.",10.2,0,A Japanese pop song is playing. The lyrics include '私が私のこと愛して何が悪いの？嫉妬でしょうか？' (What's wrong with me loving myself? Is it jealousy?).,,,,j-pop music,song lyrics,9wxZIOw4Ias,10.2,0,"Top-left quadrant: A woman holds two bowls to her chest, and a man reacts with surprise.",10.2,0,"Top-right quadrant: A man holds a package of bread rolls to his stomach, which then transforms into an AI-generated image of a muscular anime man.",10.2,0,"Bottom-left quadrant: A man holds a package of bread rolls to his stomach, which then transforms into an AI-generated image of a muscular anime man.",10.2,0,"Bottom-right quadrant: A woman in a kimono and face mask holds two bowls to her chest, which then transforms into an AI-generated image of an anime woman with large breasts.",grid layout,ai filter,comedy trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,picture-in-picture,None - content appears thematically coherent.,,"A South Park-style animation features a character interacting with colorful buttons, while another character's face appears in a picture-in-picture frame, responding to questions with varying emotions and language.",1.5,0,A character asks 'do you miss me?',3.5,2,"Another character responds with 'Yes, I miss you.'",dialogue,profanity,A6OisX18reU,10,0,A large South Park-style character (Stan) sits on the floor with colorful buttons.,10,0,"A smaller picture-in-picture frame shows a South Park-style character's head, initially Wendy, then Randy.",10,0,"The large character presses buttons, and the character in the small frame changes and reacts.",,,,South Park,animation,buttons,10,5,The dialogue shifts to repeated use of the word 'bitch' and 'no'.,Q&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is clear and focused.,,"The video features a single, continuous clip from the animated TV show South Park, showing characters interacting in a snowy environment. There are no multiple video streams or engagement-bait elements.",0.9,0,"A character says ""Ike, kick the baby!""",3.2,1.9,"Another character responds with ""Don't kick the goddamn baby!""",dialogue,exclamations,Av8B_a4vbLo,5,0,The video displays animation from South Park.,3.5,0,Characters Kyle and Ike are prominently featured in close-up.,5,3.5,"The scene transitions to a wider shot showing Kyle, Stan, and Cartman in a snowy landscape.",5,3.5,A school crossing sign is visible in the background.,South Park,animation,snowy scene,4.4,3.7,"The phrase ""Kick the baby!"" is repeated.",,,,,,,5,4.9,"A sound of pain, ""Ow!"", is heard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the content is a single, coherent animated narrative.",,"The video features a single animated character, a yellow tear-drop shaped creature in green overalls, sitting on a wooden floor surrounded by colorful Lego bricks. The character appears distressed, wailing and eventually falling backward onto the floor. The scene is consistent throughout, showing a single narrative.",9,0,"A character vocalizes a wailing sound, repeating 'Amado' or similar distressed cries.",,,,wailing sound,distressed vocalization,Aw3MNwRqWTE,3,0,"A yellow, tear-drop shaped animated character in green overalls is shown sitting on a wooden floor.",9,0,Colorful Lego bricks are scattered across the wooden floor around the character.,9,3,"The character wails and falls backward onto the floor, lying amidst the Lego bricks.",9,0,"The background includes a pink couch, a guitar, and stacks of books, indicating an indoor setting.",animated character,Lego bricks,indoor scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"The video shows a continuous scene from inside a car at a traffic light, where a woman on a scooter approaches and hands a red envelope to the person in the car. The audio consists of dialogue related to the interaction and background music, all coherent with the visual content.",4.9,4.1,"A person in the car asks ""What she's doing?"" as a woman on a scooter approaches.",5.8,5.1,"The woman on the scooter says ""This is for you"" while handing over a red envelope.",dialogue,music,BErzMV7X5E,2,0,A woman on a scooter approaches a car at a traffic light.,6.5,4.5,The woman hands a large red envelope to the person inside the car.,7,5.5,"The red envelope has Chinese characters and the text ""Set a small goal!"" on it.",15,0,The scene is filmed from the perspective of a car's dashboard.,street scene,scooter,red envelope,7.6,7.1,"The woman on the scooter says ""Bye bye"" as she leaves.",,15,8,"Two women on scooters are seen at a traffic light, one with a basket of flowers and a teddy bear.",,,9.8,9.2,"The person in the car comments ""Cute girl"" after the interaction.",15,2.2,Background music plays throughout the video.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - the content is coherent and focused.,,"The video features a single animated clip of a boy interacting with a crocodile, with the audio directly corresponding to the animation. There are static image overlays (an anime character and a flag) but no multiple, unrelated video streams.",2.5,0,"A character speaks to a crocodile, telling it to calm down and asking about its hunger.",4.5,3,The character then makes a sound and offers a piece of food to the crocodile.,dialogue,character speech,BHVQoBqOqZo,5,0,An animated boy is shown interacting with a green crocodile.,5,0,A small anime-style character is visible as a static overlay in the bottom right corner.,5,0,A Brazilian flag is visible as a static overlay in the bottom left corner.,,,,animation,anime overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,Focus on original content creation rather than engagement-bait tactics.,Ensure all audio elements are properly licensed.,"The video features Minecraft-style characters participating in a block-collecting race, with exaggerated reactions and a transformation, accompanied by upbeat music and character vocalizations. It includes an engagement-bait overlay.",43,0,"Upbeat, repetitive background music plays throughout the video.",26,23,"Character vocalizations like laughter, exclamations, and ""Wow!"" are heard.",upbeat music,character sounds,BIibbEwt74Q,10,0,"Minecraft-style characters race on a blue track, collecting white blocks to increase their height.",8,6,Characters encounter red obstacles that reduce their block height.,26,10,"Characters display exaggerated emotional reactions, including sadness, excitement, and heart eyes.",39,38,"An engagement-bait overlay ""HELP = LIKE & COMMENT"" appears on screen.",Minecraft animation,runner game,engagement bait,38.5,38,"A character says ""Help me!"" at one point.",,41,40,One character transforms into an angel with golden wings and a halo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - video is coherent and focused.,,"The video features two animated characters resembling South Park's Stan and Craig, with realistic human faces superimposed, performing a shuffling dance to a short musical clip.",1,0,A male voice sings the phrase 'Every day I'm shufflin'.,,,,shuffling song,repetitive phrase,Bj72JABqZi0,8,0,Two animated characters resembling South Park's Stan and Craig are shown.,8,0,Realistic human faces are superimposed onto the animated characters.,8,0,The characters perform a repetitive shuffling dance.,,,,South Park characters,shuffling dance,face swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - video is coherent and engaging.,,"A woman struggles to eat ice cream with flimsy plastic utensils, leading a man to creatively transform the ice cream into a bar on a stick, which she then enjoys.",0.17,0.05,Exclamations of frustration and surprise are heard as utensils break.,0.35,0.34,The woman expresses gratitude after receiving the ice cream bar.,exclamations,sound effects,BrNTPvbwduk,0.12,0,A woman attempts to scoop ice cream with plastic utensils that repeatedly break.,0.32,0.2,"A man appears, takes the ice cream, and uses chopsticks to cut the ice cream into individual bars.",0.33,0.32,The man presents an ice cream bar on a stick to the woman.,0.36,0.34,The woman happily eats the ice cream bar.,ice cream,comedy sketch,problem-solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,vertical,,,"The video displays a single animated scene from South Park, vertically split to show two characters interacting within the same narrative. The audio dialogue directly corresponds to the visual content, indicating a coherent, non-sludge presentation.",6,0,A character asks for help to deal with 'Mongolians' living like 'rats' next door.,10,6,The character instructs the other to keep adults occupied while they 'beat up all their kids'.,coherent dialogue,single narrative,C9Exmnl1Ub4,15,0,"The top frame shows an animated character behind a counter, with a 'Mongolian Beef' sign above.",15,0,"The bottom frame shows another animated character from behind, wearing a helmet and carrying arrows.",15,0,Both visual frames appear to be from the same animated series and depict a continuous scene.,,,,animated characters,vertical split,cartoon scene,15,10,The character emphasizes the need to 'beat up all the Mongolian kids' so they will move away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is clear and focused.,,"A single animated clip from South Park features Kenny speaking from a podium, with a brief cut to other characters, delivering a humorous monologue that ends with a twist.",2,0,"Kenny states ""Males first!"" followed by ""The children we can sell.""",7,3,"He then mentions ""And the women..."" with a suggestive laugh.",humorous dialogue,character speech,CO-dwEpGyKQ,1,0,Kenny from South Park is shown speaking from a podium in a locker room setting.,2,1,A brief cut shows three other South Park children sitting on the floor.,12,2,"Kenny's facial expressions change from serious to suggestive and then to a closed-eye, respectful pose.",,,,South Park,animation,,12,9,"The monologue concludes with ""We will always treat with respect,"" followed by a record scratch sound.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is coherent and sequential, despite the overlaid audio.",,"The video is a humorous skit depicting surgeons in an operating room, with a focus on exaggerated posture. The audio track consists of unrelated, comedic dialogue and sound effects overlaid on the visual content.",1,0,"A voice states, ""Hey, I was invisible.""",2.5,2,"Another voice responds with ""Cool.""",unrelated-dialogue,comedic-sfx,CSW7ld6u1yQ,5,0,A surgical team is shown in an operating room with a patient on the table.,3,0,One surgeon is holding what appears to be breast implants.,5,3,"A surgeon demonstrates an exaggerated, wide-legged posture while leaning over the patient.",,,,surgical-skit,operating-room,,5,3,"A voice says, ""I don't feel so good,"" followed by a sound effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is a single, coherent gameplay video.",,"The video displays a single, continuous mobile game where a flexible, ring-like character navigates an obstacle course, collecting items and avoiding hazards.",29,0,Sound effects of stretching and contracting as the character moves.,22,1,Vocalizations like screams and grunts are heard when the character hits obstacles or changes form.,game sound effects,character vocalizations,CTHeHA0q0-A,29,0,"A 3D mobile game featuring a flexible, ring-stacked character moving along a striped path.",20,0,The character changes color and size based on interactions with gates and obstacles.,22,0,"Obstacles include swinging wrecking balls, moving walls, and enemy characters.",20,0,The background color changes dynamically throughout the gameplay.,mobile game,endless runner,3D animation,25,6,Coin collection sounds are heard as the character picks up rings.,,29,0,The game features a progress bar and score counter at the top of the screen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - video is a single, coherent animation.",,"The video features a single animated sequence showing two different characters, with sound effects accompanying the visual transitions. It does not display multiple unrelated video streams concurrently.",4,0,A bell or chime sound effect plays repeatedly.,7,4.5,"A sudden, distorted sound or scream is heard.",sound effects,no dialogue,C_g1bcXk_pI,2,0,The first animated character with red hair and a beard is shown.,4,2,"A second animated character with brown hair, glasses, and a kippah appears.",7,4,The first character reappears with an angry and disgusted expression.,,,,animated characters,character reactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
